"Clock, no unit","Time, s","Force, kN","Strength, MPa","Elongation XHead, mm","Position XHead, mm","Elongation Main Extenso, mm","Elongation Second Extenso, mm","Strain Second Extenso, %","Strain XHead M, %","Strain Main Extenso M, %","Strain M, %","Strain Main Extenso R, %","Strain XHead R, %","Elongation XHead R, mm","Strain R, %","XHead Speed, mm/s","Consigne.Consigne, -","Consigne.Vitesse, -","
, 
"
07-20-2023 16:08:12,+0,015549,+7,21575834284321E-02,+1,33465717049671,-1,04713731730044E-06,+162,149949702373,+0,+0,+0,+0,+0,+0,+0,+0,-4,18788192177999E-06,+0,+0,+0,333333333333333,+0,"
"
07-20-2023 16:08:12,+0,215555,+0,117696015624914,+2,24061549358737,+2,28904451651033E-02,+162,172841194675,+0,+0,+0,+0,+0,+0,+0,+0,+2,28873044204988E-02,+0,+0,333644770878622,+0,333333333333333,+0,"
"
07-20-2023 16:08:12,+0,415531,+0,166833641613715,+3,21817750207718,+6,70902574584034E-02,+162,217041006968,+0,+0,+0,+0,+0,+0,+0,+0,+6,70871167137989E-02,+0,+0,333599576409208,+0,333333333333333,+0,"
"
07-20-2023 16:08:12,+0,615347,+0,193857964798202,+3,75580932939267,+0,112242494897458,+162,262193244407,+0,+0,+0,+0,+0,+0,+0,+0,+0,112239354152854,+0,+0,333554424171769,+0,333333333333333,+0,"
"
07-20-2023 16:08:13,+0,815268,+0,223617142694064,+4,34784936245237,+0,152199886284677,+162,302150635795,+0,+0,+0,+0,+0,+0,+0,+0,+0,152196745540073,+0,+0,333514466780382,+0,333333333333333,+0,"
"
07-20-2023 16:08:13,+1,015234,+0,263539460689388,+5,14207864353266,+0,191133533616323,+162,341084283126,+0,+0,+0,+0,+0,+0,+0,+0,+0,191130392871719,+0,+0,33347553313305,+0,333333333333333,+0,"
"
07-20-2023 16:08:13,+1,215227,+0,308056044383323,+6,02770793658939,+0,231332704487386,+162,381283453997,+0,+0,+0,+0,+0,+0,+0,+0,+0,231329563742781,+0,+0,333435333962179,+0,333333333333333,+0,"
"
07-20-2023 16:08:13,+1,415727,+0,347631546453792,+6,81503753407172,+0,267946235450239,+162,41789698496,+0,+0,+0,+0,+0,+0,+0,+0,+0,267943094705635,+0,+0,333398720431216,+0,333333333333333,+0,"
"
07-20-2023 16:08:13,+1,615305,+0,369880025169206,+7,25765695455085,+0,310428697715963,+162,460379447226,+0,+0,+0,+0,+0,+0,+0,+0,+0,310425556971359,+0,+0,33335623796895,+0,333333333333333,+0,"
"
07-20-2023 16:08:14,+1,815506,+0,39977608904827,+7,85242024771886,+0,350278066471105,+162,500228815981,+0,+0,+0,+0,+0,+0,+0,+0,+0,350274925726501,+0,+0,333317381090149,+0,333333333333333,+0,"
"
07-20-2023 16:08:14,+2,015286,+0,44221548644152,+8,69672523234098,+0,38833987112497,+162,538290620635,+0,+0,+0,+0,+0,+0,+0,+0,+0,388336730380365,+0,+0,333278326795541,+0,333333333333333,+0,"
"
07-20-2023 16:08:14,+2,215341,+0,49493415144048,+9,74552974831476,+0,431398144237647,+162,581348893748,+0,+0,+0,+0,+0,+0,+0,+0,+0,431395003493043,+0,+0,333235268522429,+0,333333333333333,+0,"
"
07-20-2023 16:08:14,+2,415434,+0,535365963745701,+10,5498950966322,+0,478982830593623,+162,628933580103,+0,+0,+0,+0,+0,+0,+0,+0,+0,478979689849018,+0,+0,333187683836073,+0,333333333333333,+0,"
"
07-20-2023 16:08:14,+2,615377,+0,564811726927299,+11,1356999420653,+0,523892505877569,+162,673843255387,+0,+0,+0,+0,+0,+0,+0,+0,+0,523889365132965,+0,+0,333142774160789,+0,333333333333333,+0,"
"
07-20-2023 16:08:15,+2,820175,+0,596310009137047,+11,7623383561384,+0,564637194422943,+162,714587943933,+0,+0,+0,+0,+0,+0,+0,+0,+0,564634053678338,+0,+0,333103284232601,+0,333333333333333,+0,"
"
07-20-2023 16:08:15,+3,020368,+0,646864027058379,+12,7680785868054,+0,606521571722766,+162,756472321233,+0,+0,+0,+0,+0,+0,+0,+0,+0,606518430978161,+0,+0,333061148766219,+0,333333333333333,+0,"
"
07-20-2023 16:08:15,+3,220547,+0,693506613554973,+13,696003361746,+0,650500335151293,+162,800451084661,+0,+0,+0,+0,+0,+0,+0,+0,+0,650497194406688,+0,+0,333017565811904,+0,333333333333333,+0,"
"
07-20-2023 16:08:15,+3,420254,+0,72948603938124,+14,4117912954783,+0,697260542311597,+162,847211291821,+0,+0,+0,+0,+0,+0,+0,+0,+0,697257401566992,+0,+0,332970313769313,+0,333333333333333,+0,"
"
07-20-2023 16:08:15,+3,620223,+0,747526446281167,+14,7706937871674,+0,736395042989813,+162,8863457925,+0,+0,+0,+0,+0,+0,+0,+0,+0,736391902245208,+0,+0,332931235432408,+0,333333333333333,+0,"
"
07-20-2023 16:08:16,+3,820587,+0,786300591985716,+15,5420809062979,+0,775001302831697,+162,924952052342,+0,+0,+0,+0,+0,+0,+0,+0,+0,774998162087093,+0,+0,332892480669198,+0,333333333333333,+0,"
"
07-20-2023 16:08:16,+4,020346,+0,838687971830737,+16,5842947135439,+0,818383524024739,+162,968334273535,+0,+0,+0,+0,+0,+0,+0,+0,+0,818380383280135,+0,+0,332849407444889,+0,333333333333333,+0,"
"
07-20-2023 16:08:16,+4,220508,+0,879085827004674,+17,3879845061992,+0,861898428856847,+163,011849178367,+0,+0,+0,+0,+0,+0,+0,+0,+0,861895288112242,+0,+0,332807118543872,+0,333333333333333,+0,"
"
07-20-2023 16:08:16,+4,420344,+0,900309222199454,+17,8102105380045,+0,900331843945793,+163,050282593456,+0,+0,+0,+0,+0,+0,+0,+0,+0,900328703201188,+0,+0,33276792476584,+0,333333333333333,+0,"
"
07-20-2023 16:08:16,+4,62024,+0,279163168571054,+5,45290243588153,+0,940800413675191,+163,090751163185,+0,+0,+0,+0,+0,+0,+0,+0,+0,940797272930587,+0,+0,332727748542499,+0,333333333333333,+0,"
"
